timestamp_utc,symbol,timeframe,bars,win_rate_pct,profit_factor,max_drawdown_pct,annual_return_pct,monthly_return_ann12_pct,monthly_return_compound_pct,sharpe_ratio,trades_count,avg_trades_per_day,commission_rate,kelly_size_cap,strategy_label,signal_cooldown_bars,weak_vol_exit_count,weak_vol_exits_note,edge_filter_full_sample_pct,edge_filter_path_pct,edge_filter_path_hits,edge_filter_path_checks,best_gene_name,best_gene_score,win_rate,max_drawdown,sharpe,trade_count
2026-04-06T03:29:54.108837+00:00,SOL/USDT,1m,43000,17.71,0.2062,0.48,-5.06,-0.42,-0.43,-12.3622,96,3.0968,0.0008,0.22,V3.14 SOL轻过滤6.5笔版,3,0,0（已关闭）,21.7731,0.0,0,0,趋势突破,1.0,17.71,0.48,-12.3622,96
